feature,importance
home_xgf60,0.1373509385366427
home_xga60,0.13586570366570522
home_pp,0.1314413508902426
home_gsax60,0.12707225017470256
away_gsax60,0.12337128869964593
away_xgf60,0.11577595127393749
away_pp,0.11484852645576729
away_xga60,0.11427399030335621
